site_id,year,site_name,security_incidents_count,percent_https_pages,avg_patch_time_days,csp_present,malware_detections,phishing_reports,whois_age_years,ssl_grade,blocklist_hits
site019,2008,example271,4,81.68753159232438,5.501862013479695,1,9,2,4.35291285905987,8.82978780893609,2
site019,2009,example272,24,76.66189380921423,29.693135004024953,0,8,6,12.149618490133435,8.977215324994177,4
site019,2010,example273,7,99.95530596002936,8.088946480304003,0,8,10,7.19823382422328,6.6151574230752885,3
site019,2011,example274,24,70.2269246801734,4.780976853799075,0,10,11,3.3792974608950317,5.4625542217399925,2
site019,2012,example275,20,80.315026845783,7.167752926470712,1,2,7,3.311384417116642,9.769912399351597,5
site019,2013,example276,44,63.15884710289538,12.020123202120885,1,1,3,14.561093339696527,7.250102111138403,5
site019,2014,example277,17,92.54673457704484,11.42901389556937,1,5,15,8.31229747692123,7.791349096223712,5
site019,2015,example278,41,75.28716640546918,9.777199419680983,1,10,0,8.315465820021927,5.854784949915484,4
site019,2016,example279,30,92.08730831742287,2.287591695319861,1,8,10,10.64267934113741,5.105927686672658,3
site019,2017,example280,5,67.91694547049701,28.108717230381444,0,2,0,12.033122638240457,6.059567099437118,1
site019,2018,example281,6,97.85599080845714,17.492793866433203,0,7,8,10.693011722527444,6.592013483168557,3
site019,2019,example282,40,73.82689896970987,7.403279607417062,0,0,3,13.312023014761508,7.912942226976156,5
site019,2020,example283,47,80.88200989179313,26.460874083219096,0,10,4,2.975814753677696,5.25650289375335,5
site019,2021,example284,16,64.46752025745809,14.551375383744016,0,1,15,4.713433802593499,6.249280881602317,0
site019,2022,example285,44,95.4389940481633,16.728144625434652,1,1,2,13.541364634875208,5.073448998155072,2
site020,2008,example286,27,98.17019892856479,23.74754704348743,0,6,14,5.954746396280825,6.092350204708055,1
site020,2009,example287,39,61.61523052491248,19.788237899541855,1,4,8,14.051887896843255,7.6180351979564875,1
site020,2010,example288,6,79.74464754574001,5.201901264488697,0,5,7,5.579747090116143,6.64932670770213,5
site020,2011,example289,19,69.04254819266498,10.32748393714428,1,4,12,10.03549424186349,8.707312264014035,4
site020,2012,example290,17,94.35201357118785,28.580611895769835,1,4,0,8.298800067044795,9.777784779435024,4
site020,2013,example291,28,81.23742935247719,6.457756238989532,0,3,5,8.875931569375098,6.1160053161438555,5
site020,2014,example292,16,60.18552603200078,22.76172320591286,1,3,4,7.983380765188485,9.884416232816875,0
site020,2015,example293,32,71.10240320675075,14.315595783060417,0,7,13,8.431544638238847,5.459749995497987,0
site020,2016,example294,1,73.0081257224083,5.09958641929552,0,8,8,6.3639184567146,8.68322974187322,0
site020,2017,example295,48,83.54825106449425,6.950599205447361,0,0,9,9.422698558308184,6.367884200299159,4
site020,2018,example296,1,69.98738802969456,20.58351148851216,0,9,12,4.684530395083129,6.382301945704967,5
site020,2019,example297,12,61.72469123266637,5.002876104786992,1,3,8,10.053785920608789,5.3025387425441295,5
site020,2020,example298,23,64.42715150304139,13.05076732323505,0,9,4,10.324778698850423,6.140222852118313,0
site020,2021,example299,48,88.15015248022974,14.086163922213018,1,7,0,8.761808479670435,8.7948634440545,4
site020,2022,example300,2,97.5608495529741,19.065450521185994,0,10,3,5.314962568692863,6.722987124230713,1
site021,2008,example301,17,72.44676072150469,8.284054625080898,0,1,11,11.407419769093394,8.585931335110217,4
site021,2009,example302,1,63.13971720635891,14.460450447862968,1,7,3,12.85869677271694,6.015627585584298,2
site021,2010,example303,36,72.86976365372539,5.799767642747611,1,6,14,6.159317870624363,5.2766176499426365,3
site021,2011,example304,11,84.99622147530317,25.87638715095818,0,1,12,7.177408947609365,8.634363575838506,2
site021,2012,example305,12,77.60967398062348,5.540005021495745,1,4,15,13.188733509276062,6.331455917097628,5
site021,2013,example306,41,92.0538120251149,3.561617377679795,0,8,13,6.723866993095726,6.65135693969205,0
site021,2014,example307,5,71.17135220207274,26.90911538526416,0,9,1,7.7895840792916715,9.262500165496022,1
site021,2015,example308,41,82.82852773554623,9.717994743026793,0,9,9,8.051966707222164,5.027920544380322,2
site021,2016,example309,41,61.68512048199773,22.810513461008668,1,10,13,1.5539847072213888,7.166341706179082,2
site021,2017,example310,37,67.62869821861386,12.646592791890725,0,0,4,6.53397789504379,5.591899494174868,1
site021,2018,example311,47,89.0834588278085,14.008185076527297,1,5,2,7.443964269012213,7.518981144530699,4
site021,2019,example312,15,93.06760201230645,5.6305454259272665,1,7,4,8.797006797976792,9.879270392702892,1
site021,2020,example313,34,80.42884301394224,5.190959687111899,1,7,12,10.415977942291647,8.308743224479258,0
site021,2021,example314,35,82.70904663018882,5.32623136905022,1,1,12,10.551909622270614,9.420730082783848,3
site021,2022,example315,26,60.04623278975487,15.918593535665423,1,6,14,13.469203280750662,8.673080179141834,3
site022,2008,example316,26,65.75112412683666,15.291991881793365,1,7,5,10.3245191834867,7.526378878392279,3
site022,2009,example317,34,94.63868332095444,18.873940287623554,0,7,0,8.336083811242133,9.430690607987344,4
site022,2010,example318,22,63.302442422136664,13.975263830041513,0,9,9,5.354393159970641,7.477045539999381,3
site022,2011,example319,2,69.78282728232443,2.6146247412543744,1,7,6,1.3665990270674229,8.900550869293511,5
site022,2012,example320,30,99.26172629930079,1.1564929767046124,0,10,1,2.820581539068371,7.533826031722128,0
site022,2013,example321,47,83.10325117781758,7.433191832853481,0,4,8,8.02698618825525,5.4208424827083945,2
site022,2014,example322,1,69.94905457831919,25.67793349479325,0,3,10,8.152933986391872,7.738529072375968,3
site022,2015,example323,46,84.59815815091133,8.753039977513254,0,9,3,2.6131188650615513,6.792582555208355,1
site022,2016,example324,22,61.270292829722166,18.35940792434849,1,8,1,4.585873322561383,7.691109136212617,0
site022,2017,example325,2,65.8569417707622,18.649391219951212,0,7,14,3.303084664978087,8.093938688980415,4
site022,2018,example326,8,88.12291895970702,29.7725947718136,1,5,9,4.911548444069922,6.235868880758062,3
site022,2019,example327,38,62.62242834083736,6.544508863473311,0,10,6,3.13547186832875,7.282847841270268,4
site022,2020,example328,29,84.87228249199688,22.84832695359364,1,7,2,7.004712185822427,5.510684791952372,4
site022,2021,example329,30,97.49309461563826,8.029232777189463,0,3,7,3.969111892860383,5.073298480128869,1
site022,2022,example330,29,63.515784591436386,10.496114380657673,1,9,12,2.0919388066977262,5.481800098204985,2
site023,2008,example331,8,98.91214037314057,1.1025293455459177,0,2,2,13.211609748657793,6.120955776423216,5
site023,2009,example332,35,61.04042842052877,29.925300164381042,1,4,4,3.998484983574599,5.722323681693524,5
site023,2010,example333,33,89.00911808013916,13.703725626925007,1,0,14,3.839724433142692,9.224200411699712,0
site023,2011,example334,21,78.14825566485524,29.93297360255383,1,1,2,5.431754264514893,7.076959336409345,4
site023,2012,example335,43,82.64729619957507,6.7048559053801,1,5,5,5.624312369618565,7.813950916752219,0
site023,2013,example336,40,94.90924185141921,4.232827076688409,0,2,6,11.769213376101106,7.928529741475359,2
site023,2014,example337,27,82.18252718448639,8.271357065765187,0,1,11,9.022858369164169,5.352173977298662,2
site023,2015,example338,28,89.50608829036355,20.733821489848197,1,7,15,3.269653088413179,8.852614957140759,3
site023,2016,example339,42,84.9251664802432,17.740374605637044,1,9,4,12.387165378779173,7.927386800292879,5
site023,2017,example340,38,72.44113623164594,13.07407159009017,1,0,7,13.907550842966884,8.862456243950874,0
site023,2018,example341,44,75.68785938434303,22.14625606359914,0,9,15,4.534724065102637,7.184748352738097,3
site023,2019,example342,36,68.08349821716547,17.651502257445827,1,5,7,11.520058655180037,8.158188795205206,3
site023,2020,example343,42,94.11121558398008,17.751419321168214,0,7,2,3.8607397470623255,8.745808185776696,2
site023,2021,example344,32,84.2732060328126,18.109974695602432,0,10,9,12.609406542498618,8.473900585668162,5
site023,2022,example345,18,90.24392055347562,7.464921862352639,0,4,0,5.22820119606331,9.912110369186848,0
site024,2008,example346,11,82.50067234970629,4.001276660244912,0,8,3,11.732520387507975,6.402524170698598,3
site024,2009,example347,33,71.03596051223576,22.358674781164154,0,8,3,2.689170074649155,5.323861530050635,5
site024,2010,example348,20,89.42233614623547,18.7597089309711,1,1,10,12.825119298417121,7.124610630562529,4
site024,2011,example349,16,81.97119175456464,28.585158455185592,0,7,14,12.497112662065774,6.533785541541874,0
site024,2012,example350,11,73.84508175775409,28.836400102591142,0,5,3,12.954457303043455,7.146084817359224,3
site024,2013,example351,29,80.59862539172173,22.60024545248598,1,5,8,1.2037883712910116,7.224093682598323,4
site024,2014,example352,34,92.63071790337563,13.610074224648997,1,4,4,1.5309651517309248,8.247560157906264,0
site024,2015,example353,29,81.05090277269483,6.068478982662782,0,1,6,5.183991535566747,5.081656778929755,5
site024,2016,example354,24,68.12160199508071,13.623353996314108,0,7,4,5.573667054064572,6.1650733556598425,2
site024,2017,example355,49,93.92430721782148,23.11128744506277,1,3,0,2.0468158796429634,7.43773523485288,2
site024,2018,example356,46,74.81976860202849,27.651850020280108,1,3,3,10.913150722160935,9.444222347810864,4
site024,2019,example357,2,72.13300683535635,27.294229904655367,1,3,1,1.3526093675754964,6.382670084713027,5
site024,2020,example358,50,90.82388187758625,24.64987204084173,0,8,10,12.536846512928605,6.499072937294841,4
site024,2021,example359,17,89.33794219978154,6.792835337109864,1,10,0,8.160039602778852,9.936555484309793,3
site024,2022,example360,31,93.55623993091285,2.4391419743187726,0,7,12,11.733907310757786,7.32027257210575,5
site025,2008,example361,16,82.76195369660854,14.889507242944092,0,9,14,14.132063013035804,5.008807788835838,5
site025,2009,example362,37,61.0512335319072,18.121407696744427,0,3,9,8.587454036809504,5.300095698330551,3
site025,2010,example363,41,79.44508912973106,3.801986838923767,0,0,15,14.285128737334162,9.658268553903326,2
site025,2011,example364,39,81.70724131166935,28.57581681222655,1,10,1,5.437225336674601,7.363610926549882,0
site025,2012,example365,41,93.46640467643738,5.719551019836217,1,1,3,5.015110929030925,9.216393444221467,0
site025,2013,example366,31,89.14658152498305,27.723681615898386,0,7,3,14.557328748516738,9.159122371347621,3
site025,2014,example367,25,82.20455227419734,4.705477111740038,0,5,9,4.400813557207584,8.844290772685781,3
site025,2015,example368,12,62.93657589703798,20.219448124757037,1,6,15,12.19628442125395,8.017612476833165,2
site025,2016,example369,19,65.46009196899831,23.737215895438567,1,1,1,5.132945696357638,7.791798945982009,1
site025,2017,example370,37,87.38434785045683,23.173781692050397,0,9,15,10.754998431541026,7.627189122140408,3
site025,2018,example371,19,63.984877448529005,20.504539005458355,0,3,11,11.656549557112157,6.193019998027012,3
site025,2019,example372,28,68.15143620595336,4.35431116912514,1,4,15,4.832224149722606,8.08133393758908,1
site025,2020,example373,19,74.63920553214848,25.68774313852191,0,2,7,1.072913542855531,9.327784753404558,2
site025,2021,example374,29,93.84783030487597,18.92088625021279,0,3,12,6.909399127587676,8.821816623676568,5
site025,2022,example375,40,69.47490382008255,25.255935123888776,1,2,5,9.36943686241284,5.9393845906015486,3
site026,2008,example376,47,88.19511402398348,5.927918517962098,0,10,2,7.190343210939318,6.861835763556883,0
site026,2009,example377,7,64.30435323156416,1.2981553822755814,0,1,3,5.795562354847789,8.781988550908864,2
site026,2010,example378,38,91.1627547442913,10.380622206488624,0,3,1,8.233049483969808,5.438621958019212,0
site026,2011,example379,9,70.20422733388841,8.820799010340124,0,1,10,4.198395762126893,8.281965793576092,0
site026,2012,example380,16,81.9217330403626,24.932579326210544,0,0,0,5.051879805047065,8.577962359413505,2
site026,2013,example381,17,61.35606083087623,28.07619037339464,1,10,15,1.3139041122049093,9.295448159100488,3
site026,2014,example382,39,92.24437904544175,4.7059530259575695,0,9,1,8.397131280973554,6.0491210606414825,1
site026,2015,example383,50,73.51011228747666,27.486790580907837,1,10,7,6.858485521748662,6.377025595866144,2
site026,2016,example384,41,96.65143432095647,18.551784484647214,1,3,4,14.647171526681632,9.176780651323497,2
site026,2017,example385,10,74.2842567153275,12.60826982720755,1,3,11,1.6939520230516791,6.4031219587195665,4
site026,2018,example386,48,99.01460052467883,20.308063799049705,0,9,10,9.939017147291452,9.239833692554384,2
site026,2019,example387,43,75.37514090538025,23.260379038751125,1,5,14,7.914506029803306,8.093515780055895,4
site026,2020,example388,1,79.54694140702486,16.13497530389577,0,4,14,1.0658875429071486,6.248104500118643,2
site026,2021,example389,18,79.63104925118387,12.440717996098101,1,1,6,3.5958775095641613,8.100389085011557,4
site026,2022,example390,12,60.49018496647477,29.007818172918633,1,3,1,9.8795126946643,5.275393757037818,5
site027,2008,example391,12,85.65892802551389,2.4205806783866137,0,5,14,8.258612061850727,9.576394512550905,4
site027,2009,example392,30,80.50299886614084,5.44593987823464,0,10,4,13.483510300982744,9.428370003588498,5
site027,2010,example393,29,72.81408472917974,21.208332900190726,0,1,8,10.486430299002677,8.431517403805628,1
site027,2011,example394,50,83.25732630677521,22.10579032357782,1,4,14,8.192751863971353,9.76971626165323,3
site027,2012,example395,21,84.69377633184195,4.1430030486080796,1,2,6,5.301114732399583,7.787907078163698,1
site027,2013,example396,29,77.53098150715232,14.472487821709365,0,8,8,6.563450482673943,8.916131225414574,0
site027,2014,example397,9,66.81475922465324,19.621640550438315,0,4,7,3.1461464362218976,9.001397269312292,5
site027,2015,example398,15,88.60321986488998,12.516217197990045,1,3,8,6.317325270734727,6.325510613387451,2
site027,2016,example399,4,89.9114619474858,29.722477454459295,1,2,10,4.784958192612976,6.4667784492485225,4
site027,2017,example400,35,93.75658832490444,20.68255548691377,0,10,9,14.23405663203448,6.128986285766587,1
site027,2018,example401,49,81.39036187902093,10.144235268933699,0,4,0,4.531645625829697,9.313984629698098,3
site027,2019,example402,32,72.08941046148539,5.459308541147038,1,1,9,11.300240178126842,8.618737101787701,3
site027,2020,example403,15,78.26072728261352,9.736300337361172,1,7,14,1.9475550260394812,5.766311559127644,3
site027,2021,example404,27,75.37370137870312,3.7409503881353885,1,8,6,6.191325911786407,9.265038503799587,5
site027,2022,example405,48,69.96187418699265,1.7793896987568587,0,7,11,4.045189469587058,8.161869681207463,5
site028,2008,example406,11,86.18506979197264,10.004015825223178,1,7,0,13.305744089186192,7.777264618780464,2
site028,2009,example407,27,98.2129480689764,22.530727189965546,1,10,11,6.926491878926754,5.219626812031493,4
site028,2010,example408,1,71.64331829175353,28.84267415688373,0,2,4,5.494497800711542,6.397533525014296,2
site028,2011,example409,49,86.0075634624809,13.058277219068259,0,10,2,6.776555581018329,7.986663788324222,1
site028,2012,example410,11,81.4543972350657,16.14482681057416,0,1,1,3.1895438102073967,9.783676089718938,2
site028,2013,example411,46,83.89807466417551,2.9580721349921077,0,3,13,9.807776177767664,5.2922243310604244,5
site028,2014,example412,50,60.99593077786267,19.265412357635796,0,5,12,11.771552476100624,7.287343282951042,1
site028,2015,example413,5,60.1936695817858,11.248999828938395,1,0,6,13.625198691152036,7.042345197405666,3
site028,2016,example414,15,65.25513017550111,13.316724911564961,1,5,12,9.542103671468794,7.546436575939879,4
site028,2017,example415,14,60.992684150114655,28.94929493055679,0,9,14,9.82960532978177,5.197100498480722,1
site028,2018,example416,18,63.68517807684839,20.748956121038646,0,3,2,10.268898513633758,9.315026606200263,4
site028,2019,example417,2,79.02232896536589,21.83545264857821,0,1,1,14.019992293324322,6.306049465201795,5
site028,2020,example418,45,67.86627044901252,5.948263195808977,0,10,8,14.891448789741844,7.303504940355197,5
site028,2021,example419,32,92.58695794269443,6.904663584893569,1,3,10,4.619229924399406,6.094126089010388,5
site028,2022,example420,32,69.76236912421882,26.419941645581275,1,10,9,5.071804786100984,9.679420334286988,1
site029,2008,example421,47,79.5523055177182,25.28815324162133,1,5,8,13.762388278264552,8.552377971354872,4
site029,2009,example422,10,85.95529918558896,21.898184231482446,0,5,15,6.22630117693916,6.996848783455789,2
site029,2010,example423,35,66.34865880012512,9.150837762048468,1,3,8,11.129647281952202,6.401211034972221,1
site029,2011,example424,43,93.47911643795669,7.089736005757004,0,4,7,12.759611381683499,8.517253758618608,0
site029,2012,example425,44,77.46386119164526,15.330359268467873,0,10,3,2.6336278640665114,6.10533430473879,4
site029,2013,example426,9,69.33982100337744,16.130831439048052,1,4,10,12.823636692017317,6.468151295557618,0
site029,2014,example427,41,71.9542396813631,7.375122540164739,0,9,9,10.187092882115394,9.445272934390232,4
site029,2015,example428,23,66.37685347348452,23.13009436847642,0,9,2,1.1299295099452138,7.496541058644652,4
site029,2016,example429,27,83.42268416658044,1.7110699387267232,1,3,3,2.5108098769560456,9.76229096762836,0
site029,2017,example430,38,65.95111908391118,21.633092409465462,0,6,6,6.980340324342251,8.878813366172835,1
site029,2018,example431,17,67.16238238848746,25.38574037561193,0,6,9,12.595351240597665,9.31454264675267,5
site029,2019,example432,16,73.56886019930243,27.99381109024398,1,7,3,5.693742213305086,7.875109809683636,1
site029,2020,example433,19,67.35607755370438,20.200657770968974,0,6,13,5.125604786910117,5.339744595112279,3
site029,2021,example434,8,76.22166088782251,8.82832436170429,1,6,0,13.694789276923984,7.589609932620078,2
site029,2022,example435,10,84.54238473437726,7.328770349500701,0,7,4,6.693430200684816,9.495688122697175,4
site030,2008,example436,43,87.42685337550938,26.166726963594556,0,2,10,8.94715217826888,5.153854051604867,2
site030,2009,example437,7,92.94102400541306,1.7125749995466322,1,5,13,4.477585998829454,5.54811307345517,3
site030,2010,example438,49,74.95928455144167,25.650775007437915,1,8,2,2.87972415657714,8.157464532414451,0
site030,2011,example439,4,98.1136401835829,16.194059232948348,0,1,3,3.758806033525616,7.356602204963565,1
site030,2012,example440,28,60.75328635983169,13.628418353153393,1,10,13,8.421599474269897,9.951066204812378,1
site030,2013,example441,49,84.49499889276922,28.007547647459432,0,7,15,14.378895701374859,8.843326176283881,1
site030,2014,example442,5,78.54295055381954,5.771961481543258,1,1,0,6.879556304775178,8.870322782313451,4
site030,2015,example443,9,74.18918482027948,11.984863369725645,1,0,4,12.750949784647673,7.076587782939896,4
site030,2016,example444,25,95.29692115262151,5.003303174395114,0,7,13,2.115785939618945,9.985447024228051,4
site030,2017,example445,8,63.03211433812976,5.341911238152534,0,10,2,11.503217211458832,7.2011367755476385,0
site030,2018,example446,10,95.3316476661712,20.6169701742474,0,9,13,4.724987101275474,9.83690073247999,5
site030,2019,example447,5,67.528873430565,17.301368520129472,1,9,0,8.410810548812151,7.7494479808956385,0
site030,2020,example448,31,68.60266987234354,14.677804840961471,0,3,10,1.6310013863258064,8.762342829722911,5
site030,2021,example449,11,94.78129166178405,24.521904889959842,0,8,0,11.769306973088533,8.328113766619936,3
site030,2022,example450,18,62.4335222505033,28.909267434850335,1,4,8,13.747383065056056,9.150429852306843,5
site031,2008,example451,26,69.39598402939737,15.946886637248099,0,2,10,11.442912800237536,8.297961483476683,3
site031,2009,example452,31,99.72062051296234,21.40796031919308,1,8,10,2.3637693617492914,5.029090973548591,2
site031,2010,example453,26,87.12790911085904,6.2455057902261615,0,3,2,14.238261634949595,5.210706101497635,2
site031,2011,example454,29,77.41947202011943,11.294041466200724,0,0,3,3.499393677338958,9.627639808459207,0
site031,2012,example455,3,75.09239767678082,2.447180889546871,0,8,11,12.232879132032394,7.151425767224282,4
site031,2013,example456,23,78.44736097380519,5.424057378433645,1,5,5,10.397754552774131,8.173529327614233,0
site031,2014,example457,27,92.07407486625016,3.8788798407185823,1,9,11,6.8565028556622565,8.064410064835101,4
site031,2015,example458,2,86.51867900975049,9.124294207664207,1,5,15,11.549111132044345,9.766371690202504,1
site031,2016,example459,45,78.64014656282961,12.236055861925706,1,10,8,6.808955533895642,8.613263427978382,1
site031,2017,example460,39,62.13037746027112,19.390604805201292,1,10,13,9.316441621631384,6.057942617917433,1
site031,2018,example461,5,69.48791673406959,21.504844655282795,0,3,8,5.478128843475133,6.877425607526675,0
site031,2019,example462,35,69.32958950288594,10.454531244235113,1,10,14,10.050737098325044,8.316568258451298,0
site031,2020,example463,41,69.2261440306902,28.9903161379043,0,8,13,6.012372640892863,6.205682158470154,2
site031,2021,example464,47,62.46905095875263,21.197178976377472,1,10,2,13.205842301249504,7.8849664819426835,4
site031,2022,example465,29,79.8847443703562,5.671267630532384,0,4,7,6.690313952974975,5.428602830506861,1
site032,2008,example466,47,69.76500354707241,11.70280500734225,0,10,15,7.381618769373745,9.693343564867973,5
site032,2009,example467,9,90.32742155715823,9.764315016567707,0,1,0,13.450376765336841,6.165298935957253,0
site032,2010,example468,24,81.89210710115731,14.281007256824523,1,1,9,10.129160662647337,6.427183757768944,3
site032,2011,example469,37,97.92267585173249,24.875199644593522,0,1,10,1.1392511394806206,7.258188180858269,5
site032,2012,example470,50,63.44688769429922,7.743641175096855,1,7,0,10.177824296522886,7.319470338989049,0
site032,2013,example471,35,97.91530339978635,12.66734453290701,0,4,14,4.379427183419466,6.313235105480999,3
site032,2014,example472,40,88.89595472253859,29.176771285245195,0,8,6,14.51768307061866,6.013401544187218,5
site032,2015,example473,24,96.88018418848515,4.608201633905992,1,2,12,7.2600140161812305,8.619894455187023,4
site032,2016,example474,3,84.5536377467215,19.27841222146526,1,5,13,10.36083510145545,7.113479583058506,1
site032,2017,example475,14,66.4386600535363,21.412143170600757,0,4,5,2.395810934714973,8.216887058224529,0
site032,2018,example476,21,67.31762768700719,18.144808241631836,0,1,6,3.894155371002853,8.14581785700284,5
site032,2019,example477,48,89.20734248124063,29.89897186658345,0,10,14,14.262020682916045,5.269183871569112,4
site032,2020,example478,23,83.58102601952851,2.314746941672638,0,8,10,8.952448967844248,7.3928536649327725,0
site032,2021,example479,38,72.49929450452328,29.71210359944962,0,3,13,6.705175820738077,8.122520461911336,3
site032,2022,example480,46,90.911775957793,22.61388297006488,1,4,4,9.11713714711368,6.638535927049816,1
site033,2008,example481,36,73.45192808657885,13.665738335577771,1,0,14,2.8482053433544934,8.529945035697892,4
site033,2009,example482,45,94.22706764191389,5.437189914053306,0,0,13,7.971545828040689,9.498423376353458,2
site033,2010,example483,46,83.22113974019885,14.017090088920668,1,1,7,3.6081998688168824,6.984600877622142,0
site033,2011,example484,14,76.6289060562849,6.403416665038094,1,9,15,4.366962557658553,6.96391106932424,5
site033,2012,example485,15,97.30291141197085,13.369908892549574,1,10,9,12.319050068501383,7.447154809487984,5
site033,2013,example486,18,78.50795365869999,24.802616129629314,1,9,0,10.499780640937388,5.265028990106657,2
site033,2014,example487,7,63.97385319694877,2.4609885124955326,0,10,0,14.568649449851364,6.663920567370951,4
site033,2015,example488,30,78.61797452904284,10.436082397587597,0,9,9,2.9381971484981477,5.957063973182812,5
site033,2016,example489,36,99.3633543048054,25.429945955751464,0,10,7,7.307718804106116,6.923066405579448,2
site033,2017,example490,38,97.01091463677585,2.165793995372951,1,6,2,7.853979393374175,7.185915027512237,2
site033,2018,example491,47,77.4159505404532,23.964315875200555,1,4,3,8.596637115813792,5.784788741730154,4
site033,2019,example492,15,94.788828631863,28.88722468772903,0,10,7,7.388666426297277,5.359561117365956,0
site033,2020,example493,8,72.01416687108576,20.166694137034938,1,6,4,3.399999935179949,8.32328665535897,4
site033,2021,example494,10,91.91890524700284,1.2528051543049514,0,4,13,11.007763853296638,7.09355179569684,1
site033,2022,example495,42,92.0204284787178,14.507887503365055,0,3,15,13.684295849874616,5.551610816037282,5
site034,2008,example496,50,75.47702784650028,21.781801612116396,0,1,10,5.064051954075694,7.314301774604246,2
site034,2009,example497,29,75.26358780451119,1.8172811847180128,1,4,15,11.710765176918358,6.387197958538309,2
site034,2010,example498,9,85.8206245675683,25.518994202604517,1,2,2,14.013909659348428,5.463310481281951,5
site034,2011,example499,33,94.46669816970825,22.646046861773357,1,2,13,1.1389194494113326,5.902267645578831,2
site034,2012,example500,37,86.26530683599412,8.65689216600731,1,5,9,8.006738712545484,7.620814699912444,0
site034,2013,example501,19,80.65304294228554,22.63149661035277,1,0,0,4.631435520481318,5.959497707663104,1
site034,2014,example502,45,65.95126333646476,20.475891669047996,0,10,14,7.469918905291706,7.5769482215400785,3
site034,2015,example503,13,84.51063611544669,5.98952926765196,0,2,14,6.704256279394031,6.781147383153439,1
site034,2016,example504,5,61.678672758862376,20.421777581097558,1,4,0,12.694366249721497,9.131846828386188,0
site034,2017,example505,17,79.93435970507562,27.9802669135388,0,1,12,2.8745469921268523,6.568743088282645,1
site034,2018,example506,1,89.58032886497676,25.678267993265763,1,7,3,13.173438912723213,7.606974112568423,1
site034,2019,example507,7,90.15599117614329,23.65112382103689,1,9,1,6.492766307666898,6.2098777666687965,5
site034,2020,example508,10,62.523749647662044,20.88942760671489,0,4,15,9.680135768372566,6.62637215689756,5
site034,2021,example509,20,77.69927733577788,18.14970424864441,1,2,13,2.7992032393813133,6.99983234400861,1
site034,2022,example510,6,80.02686796709895,12.694923290517181,0,7,4,13.343441806267947,8.251212175237015,5
site035,2008,example511,50,70.80972401425242,4.722095264587551,0,4,15,9.96444695070386,5.282474001869559,5
site035,2009,example512,22,83.95208596251905,24.784769468009472,1,10,13,8.16789505444467,8.526974016567692,3
site035,2010,example513,7,89.433505050838,21.78489369736053,0,2,8,9.840028622653335,7.721035198774189,5
site035,2011,example514,9,88.54311247356236,23.86142072174698,1,3,7,14.504638354759663,6.695882733911276,1
site035,2012,example515,36,64.65971747413278,1.5311640338040888,0,3,14,12.078377339057624,8.681281476747245,2
site035,2013,example516,16,83.0048247333616,6.060214088531211,1,10,12,14.285983372945338,6.332653014687821,1
site035,2014,example517,5,91.92527948878706,18.360820083180442,0,0,4,10.260466182604432,5.498643744504079,0
site035,2015,example518,39,69.27295186556876,3.3385258631315082,1,3,10,7.380737838335335,6.86722697573714,3
site035,2016,example519,5,88.99423302151263,21.512162312399596,0,6,1,14.223626513499767,5.394065352156758,0
site035,2017,example520,46,93.52092791348696,17.346394452033564,1,8,13,10.371964915655553,6.130702361697331,4
site035,2018,example521,27,64.75354283116758,9.201429366366938,0,10,12,5.895761900115758,9.935962110757828,4
site035,2019,example522,31,98.35801586508751,12.369646206265315,1,5,10,5.853950681164861,5.591870188945904,4
site035,2020,example523,48,89.91058337502182,20.509116867557168,0,4,11,1.2190639120526612,7.97321927617304,2
site035,2021,example524,34,92.43557915091515,5.70321035082452,0,10,9,7.318069589789957,8.461410136660561,3
site035,2022,example525,27,67.59670893661678,4.146555200917646,0,5,12,8.14329595118761,7.606054535135627,0
site036,2008,example526,46,61.03875109925866,16.469882669392973,1,2,3,1.8432096857577562,7.003438241081312,1
site036,2009,example527,19,94.5512916892767,3.992773910285905,0,0,1,11.389470941387117,7.10662012337707,4
site036,2010,example528,0,96.767194615677,3.709124472225085,1,6,1,3.143864203710109,7.645920073846355,0
site036,2011,example529,4,65.50511951558292,19.55782911949791,0,0,14,5.817726720590144,8.444346241885796,2
site036,2012,example530,10,79.10594487562776,17.357230676570907,1,9,13,6.3298495607450604,9.918835947755724,1
site036,2013,example531,46,78.51846001110971,9.860559065593407,1,1,3,13.871242871973664,7.574268016032875,3
site036,2014,example532,19,88.00714444369078,8.714261908549815,1,2,8,9.92000738857314,7.462270632386208,4
site036,2015,example533,1,62.62299604713917,19.34252289822325,0,8,14,13.084674074314535,6.462816169951111,3
site036,2016,example534,47,89.32159973308444,25.09197717299685,0,10,1,6.780198858585209,5.799721470102668,0
site036,2017,example535,50,75.83726361393929,2.489312842488289,0,3,3,10.86351167364046,6.6634886036626995,5
site036,2018,example536,9,78.45951379276812,29.77771604876034,1,0,11,3.7618936975486577,6.466511064209044,4
site036,2019,example537,50,89.01197453029454,1.6405285929795355,0,6,12,8.389389411080629,6.826204500393942,3
site036,2020,example538,48,78.80010588094592,6.215327782323584,1,10,1,13.597121205180883,7.378910920815542,2
site036,2021,example539,6,99.98095910064876,10.53207017108798,0,3,10,5.06903374614194,6.873047401895747,2
site036,2022,example540,37,93.83743166923523,25.79197578621097,0,1,9,5.2787876687943935,7.133646385045722,1
site037,2008,example541,43,93.12829215079546,6.346449083648622,1,9,6,7.016870113089681,6.130580444587395,3
